"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"165","Jakolby Long","Southern Utah","BSky",45.2,91.7,16.5,43.7,4.9,9.9,12.1,21,0,1.6,24.4,"Jr","5-Jun","Southern Illinois",0.266721
"166","Anthony Masinton-Bonner","Colorado St.","MWC",49.6,111.2,19.1,59.2,1.2,9.5,9.3,17.2,0.4,1.9,28.9,"Jr","2-Jun","Missouri St.",-0.968556
"167","Damien Sears","St. John's","BE",17.1,76.2,14.3,36.8,6.6,18.3,8.2,24,2.1,3.7,60.5,"Jr","7-Jun","Nicholls St.",3.06259
"168","Payton Willis","Minnesota","B10",65.4,111.9,14.4,50.7,1.6,11.1,12.2,8.6,1,1.5,7.1,"Jr","4-Jun","College of Charleston",2.14243
"169","Elijah Hardy","Washington","P12",24.1,67.8,17.9,33.1,0.8,10.4,19.6,34.7,0,3.7,23.1,"So","2-Jun","Portland St.",2.39352
"170","Romello White","Arizona St.","P12",68.8,107.6,18.7,56.9,10,23.7,6.9,21.3,4.6,0.9,60.9,"Jr","8-Jun","Mississippi",1.84513
"171","Brady Heiman","Nebraska","B10",16.3,107,12.9,59,10.5,12.6,2.5,14.1,6.4,0.8,41,"Fr","11-Jun","South Dakota",1.12578
"172","Donovan Ivory","UMass Lowell","AE",0.4,0,11.3,0,0,0,0,100,0,0,0,"Fr","6-Jun","Boise St.",-8.261
"173","Seikou Sisoho Jawara","Loyola Marymount","WCC",36.2,91.1,18.1,52.8,0.9,6.4,17.5,25.8,0.3,2.6,15,"Fr","3-Jun","Weber St.",-0.176971
"174","Donnie Tillman","UNLV","MWC",49.6,98.3,24.3,43,7.1,13.6,15.4,22.4,1.2,0.8,60.9,"Jr","7-Jun","New Mexico St.",-0.895209
"175","Nana Akenten","Nebraska","B10",23.9,100.4,18.4,46.1,6.5,14.8,4.1,6.7,0.9,1.6,14,"So","6-Jun","Southeast Missouri St.",-0.359892
"176","Darion Jordan-thomas","Wagner","NEC",20.4,125.7,14.4,61.2,13.4,19,2.8,10.5,2.8,2,40.8,"Fr","7-Jun","UMass Lowell",-1.36743
"177","Jimmy Sotos","Bucknell","Pat",80.4,98.4,22,49.5,1.4,11.9,24.6,23,1.5,2.8,31.9,"Jr","3-Jun","Ohio St.",0.542139
"178","Keonte Kennedy","Xavier","BE",18.9,83.6,11.9,42.2,1.4,11.8,8.3,20.6,0,1.3,9.8,"Fr","5-Jun","UTEP",0.124596
"179","Jules Moor","Stony Brook","AE",31.4,94.2,20.7,44.5,6.7,13.6,9.6,21.8,2.7,4.5,39,"Fr","5-Jun","Texas St.",3.87107
"180","Michael Steadman","San Jose St.","MWC",76.5,91.7,23.7,48.4,7.7,22.2,7.5,18.7,1.9,0.2,28.9,"Jr","10-Jun","Montana",-2.82523
"181","Dahmir Bishop","Xavier","BE",9.1,57.5,17,21.4,2.8,20.3,12.7,20,0,1,46.4,"Fr","5-Jun","Saint Joseph's",0.551291
"182","Mladen Armus","East Tennessee St.","SC",58.3,97.7,20.2,51.1,12.8,24.3,10.1,24.8,5.5,2.2,48.6,"So","10-Jun","Boise St.",1.54992
"183","Reggie Jones","Tulsa","Amer",27,88.5,19.3,41.3,2.5,14,12.8,15.4,1.2,1.9,18.3,"Jr","7-Jun","Ball St.",0.792034
"184","Josh Parrish","Rice","CUSA",49.8,122.6,17.8,65,7.7,13,16.1,15.3,1.7,1.8,51,"Jr","4-Jun","San Diego",-0.142955
"185","Samba Diallo","Massachusetts","A10",67.2,95.5,16.1,44.7,8.1,17.7,6.4,20.5,0.7,1.8,59.4,"So","7-Jun","Manhattan",0.0290682
"186","Connor Crabtree","Tulane","Amer",50.5,104.6,16.6,53,2.3,7.7,11.1,19.4,1,1.7,44,"Fr","6-Jun","Richmond",0.0930731
"187","Bryce Williams","Mississippi","SEC",28.6,86.9,16.2,49.2,1.3,6.4,11.8,33.9,1.5,2.5,56.5,"Jr","2-Jun","Oklahoma St.",1.65678
"188","Sedee Keita","St. John's","BE",21.5,87.5,11.6,40,4.5,12.8,5.4,17.7,8.2,1.9,44.4,"So","9-Jun","FIU",2.88337
"189","Alonde LeGrand","Detroit","Horz",40.1,74.3,9.6,37.8,3,13.5,12.4,40.6,1.1,2,31.1,"So","7-Jun","North Florida",-0.0550123
"190","Xavier Bishop","UMKC","WAC",82,102.5,26.3,50,1.9,8.1,25.8,18.6,0,2,30.4,"Jr","8-May","Montana St.",-1.79606
"191","Alan Griffin","Illinois","B10",41.8,128.9,20.7,61.5,11.2,17.1,7.6,12.6,1.2,1.5,20.2,"So","5-Jun","Syracuse",1.56641
"192","Jalen Jordan","St. Francis NY","NEC",80.1,109.4,21.3,53.9,1.5,11.1,8.7,14.1,0.6,0.8,30.4,"So","3-Jun","Middle Tennessee",-1.50008
"193","Malik Martin","Charlotte","CUSA",73.5,110.1,15,56.1,3.3,11.9,5.2,12.9,2.9,3.3,37.4,"So","6-Jun","Rhode Island",2.46083
"194","Riley Till","Iowa","B10",7.4,79.2,12.3,33.3,7.3,9.4,6.8,19.9,5.9,1.8,91.7,"Jr","7-Jun","Cal Poly",0.827421
"195","Brandon Knapper","West Virginia","B12",18.1,76.7,23.2,32.2,1.9,10.3,15.5,24.2,0.5,1,16.7,"So","Jun-00","Eastern Kentucky",0.282309
"196","Nolan Taylor","Cal Poly","BW",15.8,94.7,29.3,40.5,11.4,15.6,8.2,12,1.3,1,48.6,"Jr","7-Jun","Southeast Missouri St.",-4.17288
"197","Lazaro Rojas","Fresno St.","MWC",3.9,108.7,9.6,40,10,10.1,4.1,14,2.6,1.3,60,"Jr","11-Jun","UT Arlington",0.112701
"198","Drew Lowder","Holy Cross","Pat",25.3,97.7,30.5,53.4,1.1,8.5,30.4,21.2,0,1.8,9.4,"Fr","Jun-00","Eastern Michigan",-4.23431
"199","Ed Croswell","La Salle","A10",47,105.6,25.3,60.2,18.4,20.9,7.1,21.1,2.8,1.8,53,"So","8-Jun","Providence",-0.41649
"200","Oton Jankovic","Vanderbilt","SEC",10.2,67.9,12.6,31.6,6,12,4.1,30.7,2.4,1.7,36.8,"Fr","10-Jun","Tulane",-0.530151
"201","Jason Douglas-Stanley","George Mason","A10",6.8,74.1,16.2,26.8,0,11.8,8.5,8.4,0,1.4,14.3,"So","2-Jun","Manhattan",-3.00954
"202","Darius Henderson","UMass Lowell","AE",3.9,87.3,26.5,47.6,7.2,21.6,13.4,21.7,2.1,0,9.5,"So","9-Jun","Montana",-1.92854
"203","Cameron Satterwhite","Northern Arizona","BSky",60.4,99.7,20.7,50.2,1.6,10.3,12.4,18.6,1.3,2.5,30.9,"Jr","4-Jun","Montana",-0.609142
"204","Chereef Knox","Saint Joseph's","A10",32.6,72.9,19,36.2,2.2,8.2,6.2,20.3,3.7,1.5,19.2,"Fr","5-Jun","Coppin St.",-1.08621
"205","Cam Christon","Boise St.","MWC",6.1,94.7,18.6,47.5,6.2,18.2,17.9,23.8,0,0.7,15,"Fr","6-Jun","Grambling St.",-0.0142975
"206","Dontrell Shuler","Charleston Southern","BSth",33.2,94,32.6,47.3,1.7,11.3,22.5,17.4,0.3,1.9,40.2,"So","2-Jun","Middle Tennessee",-1.14774
"207","Marco Anthony","Virginia","ACC",7.7,81.3,19.9,33.3,0,12,16.4,22.5,1.1,0,44.4,"So","4-Jun","Utah St.",-0.975669
"208","Joel Mensah","San Diego St.","MWC",10.9,97.1,14.1,61.3,1.8,16.3,1.4,22.3,11.6,1.8,9.7,"So","10-Jun","James Madison",5.99813
"209","Gabe McGlothan","Southeast Missouri St.","OVC",52.9,102,20.2,51.3,9.9,23.1,9.1,16.7,3.6,1.6,22.5,"Fr","7-Jun","Grand Canyon",-0.488491
"210","John Hall","Evansville","MVC",55.3,80.1,17.3,42.7,2.2,14.9,6.1,17.9,1.2,0.8,16.8,"Jr","7-Jun","Portland St.",-1.56691
"211","Bul Kuol","Cal Baptist","WAC",25.8,119,13.4,62.9,4.8,12.4,2,18.3,0.3,1,34.5,"Sr","7-Jun","Detroit",-0.798029
"212","Jalen Harris","Arkansas","SEC",59.7,94.1,12.7,45.3,1.5,8.7,17.2,26.6,1,2,47.7,"Jr","2-Jun","Georgetown",1.72616
"213","Ajare Sanni","Pacific","WCC",31.2,101.5,22.4,47.2,1.3,7.7,13.8,10,0.4,1.9,22.7,"Fr","2-Jun","UC Santa Barbara",-0.990544
"214","Anthony Tarke","UTEP","CUSA",11.2,63.2,22.4,32.3,10.6,23.3,12.5,31.8,1.7,4.5,35.5,"Jr","6-Jun","Coppin St.",2.08532
"215","Kain Harris","Kent St.","MAC",5,89,24.2,35.2,8.7,9.6,12.1,11.4,3.6,1.8,18.5,"Jr","4-Jun","Lamar",-3.0355
"216","Ignas Sargiunas","Georgia","SEC",9,94.3,18.3,48.3,3.1,6.3,15.6,26.9,0,1.5,23.3,"Fr","5-Jun","Colorado St.",-1.5548
"217","David Jenkins Jr.","South Dakota St.","Sum",80.5,108.8,26.3,58.4,1.7,9,8.4,17,0,0.7,30,"So","2-Jun","UNLV",-2.67312
"218","Shawn Williams","New Mexico St.","WAC",31.1,99.3,20.6,46.1,5.2,6.6,5.6,19.2,0.4,0.2,25.2,"Jr","1-Jun","Nicholls St.",-3.09202
"219","Daron Henson","Washington St.","P12",5.7,99,22.2,56.3,4.2,8,0,10.5,0,0,12.5,"Jr","7-Jun","Seattle",-3.15051
"220","Luka Jaksic","Presbyterian","BSth",0.2,0,0,0,0,60.1,0,0,0,0,0,"Fr","8-Jun","St. Francis NY",1.14084
"221","Quentin Millora-Brown","Rice","CUSA",57.8,113.2,16,60,10.1,17.5,11.1,15.3,5.5,0.7,36.3,"Fr","9-Jun","Vanderbilt",0.00648898
"222","Jeriah Horne","Tulsa","Amer",71,106.3,19.9,51,4.3,16.3,10.8,13.4,2,2,19.8,"Jr","7-Jun","Colorado",2.08424
"223","Aleksandar Dozic","Marist","MAAC",41.5,104.2,25.8,53.4,6.3,20.2,26.2,21,4.2,1.9,17.4,"Jr","9-Jun","Wright St.",0.926367
"224","Jordan Bruner","Yale","Ivy",76.7,103.2,21.6,50,6.6,25.2,22.1,21.2,5.9,1.9,24.9,"Sr","9-Jun","Alabama",3.61289
"225","Tomas Verbinskis","Richmond","A10",0.6,189.6,16.7,112.5,15.1,13.7,0,0,0,0,0,"So","7-Jun","Lafayette",1.64814
"226","Sam Sessoms","Binghamton","AE",89.9,100.5,32.1,48,3.6,11.7,32.3,17.5,0.3,2.1,18,"So","Jun-00","Penn St.",-3.19685
"227","J.J. Matthews","Arkansas St.","SB",55.7,105.3,21.2,54.1,9.5,15.6,12.3,20.1,3.6,1.2,61,"Jr","9-Jun","Norfolk St.",-0.835637
"228","Tyler Jones","Maryland Eastern Shore","MEAC",46.1,82,23.8,44.7,2.9,11.3,7.4,19.5,4.8,1.2,15.1,"Jr","7-Jun","North Carolina A&T",-2.22689
"229","Jacoby Ross","Alabama St.","SWAC",49.9,85.4,19.5,38.8,1.7,7.7,13,14,0,1.6,11.2,"Jr","9-May","Alcorn St.",-1.21927
"230","Mark Carbone","New Hampshire","AE",38.9,112.6,18.2,57.1,1.9,10.6,19.6,22.2,0.3,1.4,41.5,"Sr","2-Jun","Cal Baptist",0.36397
"231","Keon Clergeot","Massachusetts","A10",52.4,89,15.7,43.2,1.8,8.6,13.1,23.1,0,2,37.6,"Jr","1-Jun","Southeastern Louisiana",-0.159195
"232","Marquell Fraser","Idaho","BSky",39.8,94.5,24.5,45.7,6,16.9,20.8,20.3,0.9,1,59.4,"Jr","3-Jun","Detroit",-1.74506
"233","Avery Wilson","Boston College","ACC",2.5,45.2,13.6,20,0,10.4,16.8,27.5,0,5.7,40,"So","3-Jun","Southeastern Louisiana",2.77556
"234","Holland Woods","Portland St.","BSky",86.4,106.2,27.8,48,1.5,7,27.8,21.7,0.1,3.2,44,"Jr","1-Jun","Arizona St.",-1.66618
"235","Kurk Lee","Drexel","CAA",11.4,118.3,18,58.9,0.8,11,17.2,13.7,0,0.8,8.9,"Jr","9-May","Alcorn St.",-1.84059
"236","Luke Frampton","Davidson","A10",10.9,120.1,15.8,62.2,0,13.7,10.6,11.6,0.9,1.8,8.1,"So","5-Jun","Western Kentucky",0.198058
"237","Josh Ayeni","South Alabama","SB",4.6,114.6,15.8,57.1,12.3,6.8,3.5,29,5.2,1.2,85.7,"Jr","8-Jun","Chattanooga",-1.17517
"238","Eric Williams Jr.","Duquesne","A10",76.1,110.4,22.6,50.3,10.2,16.9,9.7,14,0.7,2.1,33.4,"So","6-Jun","Oregon",-1.04191
"239","Kene Chukwuka","Pittsburgh","ACC",42.9,116.3,11.3,56.3,9,12.6,4.2,17.1,3.7,0.9,38.6,"Jr","9-Jun","Pepperdine",1.40167
"240","Zane Martin","New Mexico","MWC",60.4,97.2,24.7,45,3,9.8,25.3,18.6,1,2.8,35.5,"Sr","4-Jun","Towson",0.0904835
"241","Daivien Williamson","East Tennessee St.","SC",70.1,109.3,19.6,57,0.8,7.2,17.6,22.9,0.3,1.5,34.3,"So","2-Jun","Wake Forest",-0.387821
"242","Eliel Nsoseme","Cincinnati","Amer",25.5,91.4,10.4,39.5,10.8,25.2,1.9,18.3,6.6,1.5,84.2,"So","9-Jun","Georgia St.",2.47719
"243","Aaron Cook","Southern Illinois","MVC",13.2,105.3,26.3,59.8,0.8,7.5,27.2,17.4,0.7,6.8,39.3,"Sr","2-Jun","Gonzaga",6.27167
"244","Chance Moore","Wichita St.","Amer",1.3,64.2,18.5,25,15.9,0,0,31.3,0,0,50,"Fr","6-Jun","Washington St.",-4.42204
"245","Colin Castleton","Michigan","B10",15.8,113.4,20.8,54,10.7,23.3,7.4,18.3,6.1,0.9,58,"So","11-Jun","Florida",3.34805
"246","Devonaire Doutrive","Arizona","P12",4,120.2,18.3,46.4,6.7,15.5,14.5,6.1,2.3,1.1,57.1,"So","5-Jun","Boise St.",3.48237
"247","James Jean-Marie","San Diego","WCC",64.8,91.1,17.7,48.7,7.1,16.9,6.8,22.5,3,0.6,32.3,"Jr","7-Jun","Hawaii",0.309977
"248","Ben Harvey","Eastern Illinois","OVC",53.3,98.3,24.8,52.2,4.4,16.1,10.4,21.1,0.5,1.4,28.2,"Fr","5-Jun","Southern Illinois",-2.7717
"249","Jax Levitch","UNC Asheville","BSth",18.9,80.5,8.9,24,6.3,20.1,5.7,8.6,3.9,1,56,"Jr","7-Jun","Evansville",-1.07893
"250","Dravon Mangum","Charlotte","CUSA",48.3,85.9,17.7,43.6,5.5,11.3,4.9,21.5,3.4,1.1,51.3,"Fr","9-Jun","Radford",-1.05203
"251","Warren Washington","Oregon St.","P12",16.7,106.6,10.9,53.6,8.9,12.5,5.1,18.3,4.3,0,42.9,"Fr","11-Jun","Nevada",-0.144666
"252","Jaylen Fisher","TCU","B12",14.5,128.9,20.5,58.8,2.2,9.3,22.2,7.8,1,2.4,11.8,"Jr","2-Jun","Grand Canyon",2.19619
"253","Justyn Mutts","Delaware","CAA",79.9,104,21.9,53.3,7.8,22.3,13.8,20.7,3.7,2.4,32.9,"So","7-Jun","Virginia Tech",1.28925
"254","Lafayette Dorsey","Pacific","WCC",53.1,99.3,28.6,48.7,3,14.5,13,18.4,0.7,1.3,33.8,"So","1-Jun","Nicholls St.",-1.01
"255","Devin Gage","DePaul","BE",15.6,93.3,16.7,53.7,0.5,6.3,18.9,30.7,1.8,4.3,34.1,"Jr","2-Jun","Fresno St.",3.32084
"256","Jervay Green","Nebraska","B10",52.7,86.2,20.9,46.8,2.9,14.8,15.8,20.2,0.7,2,21.9,"Jr","3-Jun","Pacific",0.399598
"257","Brandon Averette","Utah Valley","WAC",80.6,99.3,21.1,49.3,0.8,6.4,19.9,17.5,0.6,1.7,24.6,"Jr","11-May","BYU",-1.13786
"258","Makai Ashton-Langford","Providence","BE",39.6,79.5,18,40.9,0.2,10.2,25.4,31.5,1.7,2.1,18.1,"So","3-Jun","Boston College",1.3905
"259","Mustafa Lawrence","Fresno St.","MWC",28.9,90.5,23,44,2,5.4,29.7,26.5,0.7,2.3,20,"Jr","1-Jun","Norfolk St.",-0.985737
"260","Kelvin Robinson","Eastern Kentucky","OVC",56.9,92,19.7,43.3,4.8,13.8,22.2,21.4,0.3,2.6,34.9,"Jr","2-Jun","Jackson St.",-0.140843
"261","Ikenna Ndugba","Bryant","NEC",58.9,91.7,18,45.3,2.6,16.5,20.9,25.2,0,3,29.6,"Jr","Jun-00","Elon",1.39863
"262","Yuat Alok","TCU","B12",8.7,73.5,18,43.3,3.6,18,2.7,34.2,2.4,0,30,"Jr","11-Jun","UCF",0.565912
"263","Amauri Hardy","UNLV","MWC",84.1,103.6,23.3,48.7,1.6,9.4,20.6,17.5,0.6,1.2,27.3,"Jr","2-Jun","Oregon",-0.592017
"264","Victor Enoh","Memphis","Amer",4.7,87.3,9.5,50,11.3,6.4,0,24.6,1.6,0.8,250,"So","7-Jun","Marist",-0.508786
"265","Zach Chappell","San Jose St.","MWC",48.5,83.7,20.6,39.5,1.4,7.3,21.6,23.8,0.3,2.4,41.4,"So","3-Jun","Sacramento St.",-1.73508
"266","Michael Flowers","Western Michigan","MAC",81,104.1,27.8,50.1,1.5,8.4,22.8,17.8,0,1.2,38.6,"Jr","1-Jun","South Alabama",-1.80568
"267","Shandon Goldman","Northern Iowa","MVC",19.1,89.4,19.4,44,6.9,19.2,9.5,19.5,3,0.3,39.7,"Jr","10-Jun","Tennessee Tech",0.0905107
"268","Ithiel Horton","Delaware","CAA",79.9,107.5,20.9,54.7,1.8,9.6,10,13.4,0.3,1.8,18.6,"Fr","3-Jun","Pittsburgh",-1.97163
"269","Landers Nolley II","Virginia Tech","ACC",73.8,89.8,33,44.4,3,19.2,18.8,16.6,1.3,1.5,23.6,"Fr","7-Jun","Memphis",-0.0576119
"270","Lorenzo Edwards","Saint Joseph's","A10",57.7,89.5,18.4,41.5,5.2,19,8,13.1,3.7,1.4,19.7,"Jr","8-Jun","College of Charleston",-0.723556
"271","Cameron Tyson","Idaho","BSky",63.4,105.1,24.4,55,2,6.9,6.8,14,0.3,0.9,14,"Fr","3-Jun","Houston",-4.50571
"272","Darius Hicks","Eastern Kentucky","OVC",33.3,80.1,17.1,39.1,7.7,17.3,4,20.9,3,1.3,73.6,"Jr","8-Jun","Jackson St.",-0.543987
"273","Pauly Paulicap","Manhattan","MAAC",50.6,95.5,28.9,49.4,13.8,23.6,2.7,14.4,10.7,1.2,57.4,"Sr","8-Jun","DePaul",0.559239
"274","Trey McGowens","Pittsburgh","ACC",83.2,91.6,23,42.8,1.5,10,23.4,22.5,0.2,3.5,37.3,"So","4-Jun","Nebraska",1.58663
"275","Connor Vanover","California","P12",39.4,105.8,20.5,54.5,5,16.6,2.4,10.5,8.9,0.8,13.6,"Fr","3-Jul","Arkansas",-0.617974
"276","Parker Edwards","Southeastern Louisiana","Slnd",11.1,118.6,24.6,55.6,0.9,6.3,9.4,7,0,1.3,31.7,"Fr","3-Jun","LSU",-0.376928
"277","Courtese Cooper","LSU","SEC",4.9,128.3,9.1,85.7,13.4,20.6,0,30.5,9,0,0,"So","9-Jun","Southern Utah",1.68728
"278","Khalid Thomas","Arizona St.","P12",16,130.8,11.4,65.9,4.2,13.8,4.5,7.2,1.1,3.3,26.8,"Jr","9-Jun","Portland St.",3.6165
"279","Sean Miller-Moore","Oregon St.","P12",20.6,108,18,67.9,15.6,10.6,7.4,26,0.4,1.2,30.2,"Jr","5-Jun","Grand Canyon",-2.01256
"280","Damari Milstead","Grand Canyon","WAC",69.1,103.1,22.5,46.3,2.1,8.7,23.6,17.8,0.5,2.8,39.4,"So","2-Jun","San Francisco",0.934368
"281","Anthony Duruji","Louisiana Tech","CUSA",75.9,105.2,20.3,52.2,5.4,18.2,6.4,15.5,4.8,1.8,37.1,"So","7-Jun","Florida",1.35137
"282","Jaylen Sebree","Florida Atlantic","CUSA",26.5,86.8,17.4,40.4,3.5,16.4,5.6,12.8,1.1,2.4,10.1,"So","7-Jun","Morehead St.",0.532333
"283","Rey Idowu","Illinois St.","MVC",37.3,95.4,17.2,51.6,8,16,8.3,22.8,1,0.9,40,"So","9-Jun","Tulsa",-0.177805
"284","Antwann Jones","Memphis","Amer",40.2,98.2,16.7,48.1,3.4,16.1,18.2,27.7,2.6,2.1,34.1,"Fr","6-Jun","Creighton",2.58123
"285","Brycen Goodine","Syracuse","ACC",15.6,76.9,18.9,33,3.4,9.7,14.3,26.1,1.3,3.2,28,"Fr","3-Jun","Providence",0.964978
"286","Justice Sueing","California","P12",85.9,108.2,22.3,48.6,5,17.1,12.1,13,1.8,2.8,50.9,"So","7-Jun","Ohio St.",0.0635609
"287","James Akinjo","Georgetown","BE",16.7,96.9,26.5,38.2,2.1,8.6,28.1,15.8,0,3.7,36,"So","1-Jun","Arizona",0.836501
"288","Jordan Brown","Nevada","MWC",24.4,95.1,17.9,50.6,5.5,17.6,8.1,22.6,5.2,1.7,40.5,"Fr","11-Jun","Arizona",2.66783
"289","Emmanuel Akot","Arizona","P12",25.5,87.2,13.8,43.9,3.1,14.3,10.2,19.4,0.7,0.7,22.7,"So","7-Jun","Boise St.",1.30171
"290","Ledarrius Brewer","Southeast Missouri St.","OVC",64.9,86.9,27.4,43.8,2.9,15.1,15.2,20.9,1.4,2.4,24.8,"So","5-Jun","East Tennessee St.",-1.12582
"291","Karl Nicholas","Stephen F. Austin","Slnd",16.1,81.2,28.7,40.9,12.1,16.7,10.9,22.5,8.4,1.7,33.3,"So","8-Jun","Texas Southern",0.133555
"292","Grayson Carter","Georgetown","BE",4.9,64.5,21.3,36.1,8.4,14.5,5.2,31.2,3.3,1.7,33.3,"Fr","8-Jun","UT Arlington",-0.670781
"293","Jonathan Tchamwa Tchatchoua","UNLV","MWC",33,103.5,16.2,47.5,14.9,13.9,2.7,21.7,5.3,1,55,"Fr","8-Jun","Baylor",-0.147409
"294","Dwight Murray Jr.","Incarnate Word","Slnd",62.5,91.9,22.2,44.9,2.1,13.4,21,22.5,0.5,1.6,25.4,"So","Jun-00","Rider",-2.83772
"295","Samson George","Pittsburgh","ACC",1.6,79.2,21.5,16.7,15.7,16.9,0,0,0,0,100,"Jr","7-Jun","Central Arkansas",-4.80774
"296","Joey Hauser","Marquette","BE",71.8,108,18,54.2,3.7,16,15.3,22.3,0.3,0.7,38.4,"Fr","9-Jun","Michigan St.",1.18676
"297","Tim Finke","Grand Canyon","WAC",38.8,104.2,13.6,48.5,5.1,15.2,9.7,15.6,1.1,1.1,38.4,"Fr","6-Jun","Wright St.",-0.00700574
"298","J.J. Rhymes","Grand Canyon","WAC",21.5,89.4,17.4,42.6,6.4,12.3,9.1,24.4,0.5,0.2,57.4,"Jr","4-Jun","Jacksonville",-3.18104
"299","Quinn Richey","James Madison","CAA",8.3,78.3,13.4,15,2.2,0,5.3,4.3,0,0.6,70,"Fr","5-Jun","Samford",-4.84657
"300","Abayomi Iyiola","Stetson","ASun",58.2,104.8,24.1,48.3,12.1,24.3,4.4,11.7,6.2,2.3,31.3,"So","9-Jun","Arkansas",-0.858059
"301","Malcolm Porter","Portland","WCC",48.3,95.9,19.3,47.5,1.4,11.8,10.3,16.7,0,1.4,40,"Jr","4-Jun","Northern Arizona",-0.957155
"302","Jay Green","UNLV","MWC",13.1,105.4,7.5,63.6,9.2,16.9,6,18.4,0.8,1,100,"So","5-Jun","Northern Arizona",0.494721
"303","Troy Holston","Saint Joseph's","A10",17.8,90.1,19.3,47,2.3,7.8,3.6,11.5,1.5,1.5,8.5,"Sr","4-Jun","Morgan St.",-1.62014
"304","Elijah Thomas","Saint Mary's","WCC",8.9,113.3,17,48.3,7.7,10.7,6,6,0,2.5,36.7,"Jr","5-Jun","Cal Baptist",0.0321862
"305","Jordan Brinson","UAB","CUSA",44.3,91.3,12.2,40.5,5.6,14.2,11.8,17.4,1.6,1.9,39.3,"Fr","2-Jun","Utah Valley",1.12383
"306","Jonah Antonio","UNLV","MWC",41.8,102.7,16,45.4,1.6,11.2,7.1,7.4,1,1.5,3.8,"Sr","5-Jun","Wake Forest",-0.403324
"307","Duane Moss","Chattanooga","SC",7.3,78.7,13.2,35.7,2.6,12.8,10.4,24.6,1.2,1.9,50,"Fr","6-Jun","Campbell",0.258951
"308","Jordan Caruso","Incarnate Word","Slnd",52.1,87.5,18.4,52.9,3,13.1,17.4,33.2,0.2,2.1,41,"Fr","3-Jun","Cal Baptist",-3.18255
